Row,Tipo,Parola,Significato,Parti del discorso,Disambiguation,Root,Group,Special Note,Participio Passato Irregolare,Aus.,Prep. Before Next Infinitive,Dizionario
263,Alto Uso,altamente,,avv.,,alto,,,,,,http://dizionario.internazionale.it/parola/altamente
264,Alto Uso,altare,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/altare
265,Alto Uso,alterare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/alterare
266,Alto Uso,alternare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/alternare
267,Alto Uso,alternativa,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/alternativa
268,Alto Uso,alternativo,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/alternativo
269,Alta Disponibilità,alterno,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/alterno
270,Fondamentale,altezza,,s.f.,,alto,,,,,,http://dizionario.internazionale.it/parola/altezza
271,Fondamentale,alto,1,"agg., s.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/alto
272,Alta Disponibilità,altoatesino,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/altoatesino
273,Alta Disponibilità,altopiano,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/altopiano
274,Fondamentale,altrettanto,,"agg.indef., pron.indef., avv.",,,,,,,,http://dizionario.internazionale.it/parola/altrettanto
275,Fondamentale,altrimenti,,avv.,,,,,,,,http://dizionario.internazionale.it/parola/altrimenti
276,Fondamentale,altro,,"agg.indef., pron.indef.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/altro
277,Alto Uso,altrove,,avv.,,,,,,,,http://dizionario.internazionale.it/parola/altrove
278,Alto Uso,altrui,,"agg.poss.inv., pron.indef.inv.",,,,,,,,http://dizionario.internazionale.it/parola/altrui
279,Alto Uso,alunno,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/alunno
280,Alta Disponibilità,alveare,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/alveare
281,Fondamentale,alzare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/alzare
282,Fondamentale,amante,1,"p.pres., agg., s.m. e f.",,amare,,,,,,http://dizionario.internazionale.it/parola/amante
283,Fondamentale,amare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/amare
284,Alto Uso,amaro,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/amaro
285,Alto Uso,amato,,"p.pass., agg., s.m.",,amare,,,,,,http://dizionario.internazionale.it/parola/amato
286,Alta Disponibilità,ambasciata,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/ambasciata
287,Fondamentale,ambientale,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/ambientale
288,Alto Uso,ambientare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/ambientare
289,Fondamentale,ambiente,,"s.m., agg.",,,,,,,,http://dizionario.internazionale.it/parola/ambiente
290,Fondamentale,ambito,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/ambito
291,Alto Uso,ambizione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/ambizione
292,Alto Uso,ambulanza,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/ambulanza
293,Fondamentale,americano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/americano
294,Fondamentale,amicizia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/amicizia
295,Fondamentale,amico,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/amico
296,Alta Disponibilità,ammaccare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/ammaccare
297,Alto Uso,ammalarsi,,v.pronom.intr.,,,,,,,,http://dizionario.internazionale.it/parola/ammalarsi
298,Alta Disponibilità,ammalato,,"p.pass., agg., s.m.",,ammalare,,,,,,http://dizionario.internazionale.it/parola/ammalato
299,Alta Disponibilità,ammanettare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/ammanettare
300,Alta Disponibilità,ammassare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/ammassare
301,Alta Disponibilità,ammasso,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/ammasso
302,Fondamentale,ammazzare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/ammazzare
303,Fondamentale,ammettere,,v.tr.,,,,,Irr PP: ammesso,,di,http://dizionario.internazionale.it/parola/ammettere
304,Alto Uso,amministrativo,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/amministrativo
305,Alto Uso,amministratore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/amministratore
306,Fondamentale,amministrazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/amministrazione
307,Alto Uso,ammirare,,"v.tr., v.intr.",,,,,,,,http://dizionario.internazionale.it/parola/ammirare
308,Alto Uso,ammissione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/ammissione
309,Alta Disponibilità,ammobiliare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/ammobiliare
310,Alta Disponibilità,ammoniaca,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/ammoniaca
311,Alta Disponibilità,ammorbidente,,"p.pres., agg., s.m.",,ammorbidire,,,,,,http://dizionario.internazionale.it/parola/ammorbidente
312,Alta Disponibilità,ammucchiare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/ammucchiare
313,Alta Disponibilità,ammuffire,,v.intr.,,,,"finire ""isc"" conjugation",,,,http://dizionario.internazionale.it/parola/ammuffire
314,Fondamentale,amore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/amore
315,Alto Uso,amoroso,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/amoroso
316,Alto Uso,ampiamente,,avv.,,ampio,,,,,,http://dizionario.internazionale.it/parola/ampiamente
317,Fondamentale,ampio,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/ampio
318,Alta Disponibilità,amplificatore,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/amplificatore
319,Alta Disponibilità,analcolico,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/analcolico
320,Alta Disponibilità,analfabeta,,"agg., s.m. e f.",,,,,,,,http://dizionario.internazionale.it/parola/analfabeta
321,Fondamentale,analisi,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/analisi
322,Alto Uso,analitico,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/analitico
323,Fondamentale,analizzare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/analizzare
324,Alto Uso,analogo,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/analogo
325,Alta Disponibilità,ananas,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/ananas
326,Alta Disponibilità,anarchico,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/anarchico
327,Alta Disponibilità,anatra,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/anatra
328,Fondamentale,anche,,"cong., avv.",,,,anche / pure,,,,http://dizionario.internazionale.it/parola/anche
329,Alta Disponibilità,anconetano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/anconetano
330,Fondamentale,ancora,2,"avv., cong.",,,,,,,,http://dizionario.internazionale.it/parola/ancora_2
331,Alto Uso,ancorare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/ancorare
332,Alto Uso,andamento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/andamento
333,Fondamentale,andare,1,v.intr.,,,,,,Essere,a,http://dizionario.internazionale.it/parola/andare
334,Alta Disponibilità,andata,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/andata
335,Fondamentale,anello,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/anello
336,Fondamentale,angelo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/angelo
337,Alto Uso,angolare,1,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/angolare
338,Fondamentale,angolo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/angolo
339,Alto Uso,angoscia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/angoscia
340,Fondamentale,anima,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/anima
341,Fondamentale,animale,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/animale
342,Alto Uso,animale,2,agg.,,,,,,,,http://dizionario.internazionale.it/parola/animale_2
343,Fondamentale,animare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/animare
344,Alto Uso,animato,,"p.pass., agg., avv.",,animare,,,,,,http://dizionario.internazionale.it/parola/animato
345,Alto Uso,animo,,"s.m., inter.",,,,,,,,http://dizionario.internazionale.it/parola/animo
346,Alta Disponibilità,annacquare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/annacquare
347,Alta Disponibilità,annaffiare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/annaffiare
348,Alta Disponibilità,annebbiare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/annebbiare
349,Alto Uso,anniversario,,"s.m., agg.",,,,,,,,http://dizionario.internazionale.it/parola/anniversario
350,Fondamentale,anno,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/anno
351,Alta Disponibilità,annodare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/annodare
352,Alto Uso,annoiare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/annoiare
353,Alto Uso,annotare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/annotare
354,Alto Uso,annuale,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/annuale
355,Alto Uso,annuire,,v.intr.,,,,"finire ""isc"" conjugation",,,,http://dizionario.internazionale.it/parola/annuire
356,Alto Uso,annullare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/annullare
357,Fondamentale,annunciare,,v.tr.,,,,,,,di,http://dizionario.internazionale.it/parola/annunciare
358,Alto Uso,annuncio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/annuncio
359,Alta Disponibilità,annusare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/annusare
360,Alto Uso,anonimo,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/anonimo
361,Fondamentale,ansia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/ansia
362,Alto Uso,ansioso,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/ansioso
363,Alta Disponibilità,antartico,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/antartico
364,Alto Uso,antenna,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/antenna
365,Alto Uso,anteprima,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/anteprima
366,Alto Uso,anteriore,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/anteriore
367,Alta Disponibilità,anticalcare,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/anticalcare
368,Alta Disponibilità,antichità,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/antichita
369,Alto Uso,anticipare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/anticipare
370,Alto Uso,anticipo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/anticipo
371,Fondamentale,antico,1,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/antico
372,Alta Disponibilità,antipasto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/antipasto
373,Alta Disponibilità,antirughe,,"agg.inv., s.m.inv.",,,,,,,,http://dizionario.internazionale.it/parola/antirughe
374,Alto Uso,antropologia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/antropologia
375,Alta Disponibilità,anulare,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/anulare
376,Fondamentale,anzi,,"avv., prep.",,,,,,,,http://dizionario.internazionale.it/parola/anzi
377,Fondamentale,anziano,1,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/anziano
378,Alto Uso,anziché,,cong.,,,,,,,,http://dizionario.internazionale.it/parola/anziche
379,Alta Disponibilità,aostano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/aostano
380,Alto Uso,ape,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/ape
381,Alta Disponibilità,aperitivo,,"s.m., agg.",,,,,,,,http://dizionario.internazionale.it/parola/aperitivo
382,Fondamentale,aperto,,"p.pass., agg., s.m., avv.",,aprire,,,,,,http://dizionario.internazionale.it/parola/aperto
383,Fondamentale,apertura,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/apertura
384,Alta Disponibilità,apostolo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/apostolo
385,Alto Uso,appalto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/appalto
386,Alta Disponibilità,appannare,1,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/appannare
387,Alto Uso,apparato,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/apparato
388,Alta Disponibilità,apparecchiare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/apparecchiare
389,Alta Disponibilità,apparecchiatura,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/apparecchiatura
390,Alto Uso,apparecchio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/apparecchio
391,Alto Uso,apparente,,"p.pres., agg.",,apparire,,,,,,http://dizionario.internazionale.it/parola/apparente
392,Alto Uso,apparentemente,,avv.,,apparente,,,,,,http://dizionario.internazionale.it/parola/apparentemente
393,Alto Uso,apparenza,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/apparenza
394,Fondamentale,apparire,,v.intr.,,,,,,Essere,,http://dizionario.internazionale.it/parola/apparire
395,Alto Uso,apparizione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/apparizione
396,Fondamentale,appartamento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/appartamento
397,Alto Uso,appartenenza,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/appartenenza
398,Fondamentale,appartenere,,v.intr.,,,,,,,,http://dizionario.internazionale.it/parola/appartenere
399,Alto Uso,appassionare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/appassionare
400,Alta Disponibilità,appassionarsi,,v.pronom.intr.,,,,,,,,http://dizionario.internazionale.it/parola/appassionarsi
401,Alto Uso,appassionato,,"p.pass., agg., s.m.",,appassionare,,,,,,http://dizionario.internazionale.it/parola/appassionato
402,Alto Uso,appello,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/appello
403,Fondamentale,appena,,"avv., cong.",,,,,,,,http://dizionario.internazionale.it/parola/appena
404,Alto Uso,appendere,,v.tr.,,,,,Irr PP: appeso,,,http://dizionario.internazionale.it/parola/appendere
405,Alta Disponibilità,appendicite,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/appendicite
406,Alta Disponibilità,appenninico,,agg.,,Demonym,,,,,,http://dizionario.internazionale.it/parola/appenninico
407,Alta Disponibilità,appeso,,"p.pass., agg., s.m.",,appendere,,,,,,http://dizionario.internazionale.it/parola/appeso
408,Alta Disponibilità,appiccicare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/appiccicare
409,Alta Disponibilità,appiglio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/appiglio
410,Alto Uso,applauso,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/applauso
411,Fondamentale,applicare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/applicare
412,Alto Uso,applicazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/applicazione
413,Fondamentale,appoggiare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/appoggiare
414,Alto Uso,appoggio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/appoggio
415,Alto Uso,apposito,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/apposito
416,Alto Uso,apposta,,"avv., agg. inv.",,,,,,,,http://dizionario.internazionale.it/parola/apposta
417,Alto Uso,apprendere,,v.tr.,,,,,Irr PP: appreso,,,http://dizionario.internazionale.it/parola/apprendere
418,Alto Uso,apprendimento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/apprendimento
419,Alta Disponibilità,apprendista,,s.m. e f.,,,,,,,,http://dizionario.internazionale.it/parola/apprendista
420,Fondamentale,apprezzare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/apprezzare
421,Alto Uso,approccio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/approccio
422,Alto Uso,approfittare,,v.intr.,,,,,,,,http://dizionario.internazionale.it/parola/approfittare
423,Alto Uso,approfondimento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/approfondimento
424,Alto Uso,approfondire,,v.tr.,,,,"finire ""isc"" conjugation",,,,http://dizionario.internazionale.it/parola/approfondire
425,Alto Uso,approvare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/approvare
426,Alto Uso,approvazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/approvazione
427,Fondamentale,appuntamento,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/appuntamento
428,Alta Disponibilità,appuntire,,v.tr.,,,,"finire ""isc"" conjugation",,,,http://dizionario.internazionale.it/parola/appuntire
429,Alto Uso,appunto,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/appunto
430,Fondamentale,appunto,2,avv.,,,,,,,,http://dizionario.internazionale.it/parola/appunto_2
431,Fondamentale,aprile,,s.m.,,,Months of the Year,,,,,http://dizionario.internazionale.it/parola/aprile
432,Fondamentale,aprire,,v.tr. e intr.,,,,,Irr PP: aperto,,,http://dizionario.internazionale.it/parola/aprire
433,Alta Disponibilità,apriscatole,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/apriscatole
434,Alta Disponibilità,aquila,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/aquila
435,Alta Disponibilità,aquilano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/aquilano
436,Alta Disponibilità,aquilone,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/aquilone
437,Fondamentale,arabo,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/arabo
438,Alta Disponibilità,arachide,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/arachide
439,Alta Disponibilità,aragosta,,"s.f., s.m.inv.",,,,,,,,http://dizionario.internazionale.it/parola/aragosta
440,Alta Disponibilità,aranciata,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/aranciata
441,Alta Disponibilità,arancio,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/arancio
442,Alta Disponibilità,arare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/arare
443,Alta Disponibilità,aratro,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/aratro
444,Alto Uso,arbitro,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/arbitro
445,Alta Disponibilità,archeologo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/archeologo
446,Alto Uso,architettare,,v.tr.,,architettura,,,,,,http://dizionario.internazionale.it/parola/architettare
447,Alto Uso,architetto,,s.m.,,architettura,,,,,,http://dizionario.internazionale.it/parola/architetto
448,Alto Uso,architettonico,,agg.,,architettura,,,,,,http://dizionario.internazionale.it/parola/architettonico
449,Alto Uso,architettura,,s.f.,,architettura,,,,,,http://dizionario.internazionale.it/parola/architettura
450,Alto Uso,archiviare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/archiviare
451,Alto Uso,archivio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/archivio
452,Fondamentale,arco,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/arco
453,Alta Disponibilità,arcobaleno,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/arcobaleno
454,Fondamentale,area,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/area
455,Alto Uso,argentino,1,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/argentino
